temperature,humidity,wind_speed,precipitation,dateTime,DELHI,BRPL,BYPL,NDPL,NDMC,MES
14.578501,93.0,11.218298,0.4,2022-01-09 02:00:00,1387.4,588.98,272.06,392.65,100.3,20.29
15.3785,89.0,9.302604,0.2,2022-01-09 04:00:00,1327.68,562.66,249.59,384.38,98.13,20.33
15.9035,85.0,7.3074007,0.2,2022-01-09 06:00:00,1699.65,715.22,352.28,487.01,102.88,25.73
17.4785,73.0,9.783386,0.0,2022-01-09 08:00:00,2740.11,1106.96,621.25,831.49,123.02,34.36
16.6035,73.5,9.101244,0.0,2022-01-09 10:00:00,3570.08,1461.83,780.15,1119.27,141.17,39.42
15.1785,77.5,13.335112,0.0,2022-01-09 12:00:00,3704.89,1520.95,813.77,1143.61,148.38,37.98
14.6035,75.5,19.294739,0.0,2022-01-09 14:00:00,3148.3,1421.47,636.48,880.24,144.87,34.48
13.6035,73.0,16.213413,0.0,2022-01-09 16:00:00,2552.1,1113.72,515.71,735.73,133.2,30.84
12.8035,69.5,12.266098,0.0,2022-01-09 18:00:00,2859.21,1233.73,599.53,813.44,147.0,38.3
12.2035,69.5,10.13962,0.0,2022-01-09 20:00:00,2821.68,1228.9,584.09,795.76,147.22,38.95
11.6785,71.5,11.823309,0.0,2022-01-09 22:00:00,2532.31,1114.24,521.51,701.8,137.15,33.77
11.328501,72.5,8.784925,0.0,2022-01-10 00:00:00,1743.14,731.6,348.55,507.16,114.82,23.49
12.7535,67.5,6.627912,0.0,2022-01-10 02:00:00,1401.76,576.35,267.43,418.44,107.08,21.09
15.678499,55.5,6.0658116,0.0,2022-01-10 04:00:00,1371.68,572.06,256.1,407.26,101.79,21.9
17.878498,45.5,5.3809347,0.0,2022-01-10 06:00:00,1988.32,856.41,392.35,580.16,109.73,31.52
18.753498,38.0,6.1435356,0.0,2022-01-10 08:00:00,3714.0,1547.22,801.88,1117.63,166.37,46.83
17.878498,40.5,10.981705,0.0,2022-01-10 10:00:00,4576.92,1879.64,946.68,1441.55,219.92,45.88
16.1035,53.0,13.203973,0.0,2022-01-10 12:00:00,4327.81,1694.27,926.11,1410.5,214.5,41.62
14.9785,59.5,12.484844,0.0,2022-01-10 14:00:00,3650.52,1434.9,780.72,1164.49,202.71,35.9
14.0785,62.5,11.963208,0.0,2022-01-10 16:00:00,3348.94,1280.2,718.06,1092.43,190.21,32.8
13.2285,65.5,11.062273,0.0,2022-01-10 18:00:00,3634.25,1450.81,751.92,1170.59,187.15,39.29
12.5035,69.5,11.327419,0.0,2022-01-10 20:00:00,3436.21,1433.39,701.11,1063.82,163.68,41.69
11.703501,71.0,7.6911674,0.0,2022-01-12 00:00:00,2039.88,831.03,404.05,638.24,120.64,25.33
12.7285,66.0,6.6642504,0.0,2022-01-12 02:00:00,1612.24,651.51,290.51,519.77,111.0,22.82
15.7535,52.5,4.8727045,0.0,2022-01-12 04:00:00,1554.92,647.38,270.35,490.55,109.23,23.23
18.0285,43.5,4.0341077,0.0,2022-01-12 06:00:00,2105.4,891.86,392.23,653.65,117.1,32.63
18.8785,39.5,3.4069633,0.0,2022-01-12 08:00:00,3851.32,1590.82,814.27,1182.47,163.91,47.6
18.003498,41.0,6.478876,0.0,2022-01-12 10:00:00,4601.24,1832.7,960.8,1499.14,208.01,47.86
16.578499,48.5,9.605858,0.0,2022-01-12 12:00:00,4368.87,1734.48,909.17,1437.97,203.42,43.02
15.6035,56.5,9.086401,0.0,2022-01-12 14:00:00,3624.36,1447.02,755.75,1167.32,184.41,35.3
14.703501,61.0,9.288359,0.0,2022-01-12 16:00:00,3350.24,1298.69,710.72,1098.52,177.78,32.92
14.203501,63.0,4.684603,0.0,2022-01-12 18:00:00,3697.16,1487.47,789.52,1173.15,171.77,40.09
13.703501,65.0,2.992963,0.0,2022-01-12 20:00:00,3531.08,1491.55,724.72,1083.75,152.8,43.04
13.0035,68.0,2.35354,0.0,2022-01-12 22:00:00,3034.57,1294.38,650.33,905.26,139.99,37.06
12.5035,70.5,2.5987682,0.0,2022-01-13 00:00:00,2097.22,856.18,420.63,658.88,117.65,26.03
13.828501,65.0,1.8110147,0.0,2022-01-13 02:00:00,1647.32,665.52,300.88,534.32,108.82,23.09
16.5535,52.5,3.549845,0.0,2022-01-13 04:00:00,1562.71,642.59,275.72,500.37,105.63,23.54
18.328499,40.5,5.4055414,0.0,2022-01-13 06:00:00,2131.41,882.53,405.87,673.74,114.33,33.32
18.9035,35.5,4.7723,0.0,2022-01-13 08:00:00,3807.06,1560.76,803.55,1194.84,160.67,48.83
17.9285,37.0,5.6905804,0.0,2022-01-13 10:00:00,4567.24,1822.93,958.01,1495.47,200.67,46.55
16.3535,44.0,9.424673,0.0,2022-01-13 12:00:00,4367.57,1681.84,931.45,1467.1,206.05,43.92
15.203501,51.5,6.639628,0.0,2022-01-13 14:00:00,3747.06,1482.87,787.34,1199.57,202.11,39.3
14.2785,56.0,5.173955,0.0,2022-01-13 16:00:00,3464.91,1348.81,724.24,1141.36,179.97,36.64
13.2785,59.5,5.101042,0.0,2022-01-13 18:00:00,3757.35,1516.48,768.53,1223.54,171.55,42.07
12.5285,62.5,4.0955663,0.0,2022-01-13 20:00:00,3497.98,1440.62,712.1,1116.05,152.72,42.63
11.4035,64.0,3.3876882,0.0,2022-01-14 00:00:00,2116.63,766.37,461.34,732.54,110.6,26.3
12.703501,57.0,2.8580618,0.0,2022-01-14 02:00:00,1659.0,575.88,340.81,599.66,102.61,23.81
15.678499,42.0,2.9448972,0.0,2022-01-14 04:00:00,1599.59,573.16,314.82,569.55,102.23,24.56
17.7535,29.5,4.775108,0.0,2022-01-14 06:00:00,2288.05,856.9,478.58,789.37,107.06,33.45
18.203499,24.5,4.008048,0.0,2022-01-14 08:00:00,4086.21,1512.08,934.27,1407.87,151.72,49.25
17.203499,27.0,6.231472,0.0,2022-01-14 10:00:00,4997.66,2020.26,1065.34,1609.68,205.9,50.95
15.453501,39.5,11.081383,0.0,2022-01-14 12:00:00,4730.47,1886.57,1017.37,1527.22,208.38,45.84
14.2785,56.0,11.067668,0.0,2022-01-14 14:00:00,3978.59,1612.05,831.82,1262.49,197.93,40.13
13.3785,65.0,9.65163,0.0,2022-01-14 16:00:00,3587.32,1376.95,750.79,1201.66,183.45,37.72
12.5535,71.5,8.797649,0.0,2022-01-14 18:00:00,3812.39,1533.9,804.34,1228.47,175.28,43.21
11.8535,76.0,8.102592,0.0,2022-01-14 20:00:00,3656.98,1533.94,745.08,1142.74,155.91,44.59
11.1285,79.5,11.000375,0.0,2022-01-14 22:00:00,3137.27,1313.96,665.07,948.49,142.26,38.16
10.5285,80.0,8.164074,0.0,2022-01-15 00:00:00,2143.94,856.86,431.22,689.11,117.54,27.17
11.778501,69.5,8.216351,0.0,2022-01-15 02:00:00,1668.69,656.68,307.15,557.96,107.27,23.84
15.0285,49.5,6.7635307,0.0,2022-01-15 04:00:00,1572.58,626.01,277.29,525.99,103.94,24.35
17.6785,38.5,5.4564705,0.0,2022-01-15 06:00:00,2044.45,836.89,387.23,660.59,110.88,31.56
18.753498,36.0,7.4407816,0.0,2022-01-15 08:00:00,3276.67,1362.22,696.3,1008.85,138.69,43.24
17.6785,40.0,5.3809347,0.0,2022-01-15 10:00:00,3933.59,1688.72,834.12,1162.53,164.87,46.09
15.6285,45.5,11.823366,0.0,2022-01-15 12:00:00,3936.7,1716.17,840.69,1131.03,166.4,44.52
14.328501,51.0,11.845108,0.0,2022-01-15 14:00:00,3350.55,1463.12,711.53,952.18,152.16,39.73
13.6285,53.5,11.831747,0.0,2022-01-15 16:00:00,2907.58,1265.21,604.95,834.0,140.74,35.13
12.6035,55.5,10.936229,0.0,2022-01-15 18:00:00,3278.19,1443.84,695.43,911.85,152.5,43.42
12.2285,55.0,11.760817,0.0,2022-01-15 20:00:00,3228.14,1440.63,669.95,891.43,149.26,43.93
11.9285,53.0,13.197962,0.0,2022-01-15 22:00:00,2894.1,1282.11,611.05,795.85,140.09,38.17
10.9785,54.5,13.634619,0.0,2022-01-16 00:00:00,1967.1,860.37,416.21,559.08,86.82,27.46
12.2535,47.5,11.360458,0.0,2022-01-16 02:00:00,1521.68,659.06,302.83,439.74,81.61,24.02
15.728499,33.5,10.323252,0.0,2022-01-16 04:00:00,1450.8,631.34,276.97,425.37,79.65,23.93
18.4285,26.0,10.934374,0.0,2022-01-16 06:00:00,1849.0,812.91,370.42,537.73,83.57,29.46
19.4285,25.5,13.248859,0.0,2022-01-16 08:00:00,3025.4,1272.53,677.63,915.32,90.81,39.2
18.1035,30.0,14.025125,0.0,2022-01-16 10:00:00,3988.66,1725.85,852.44,1232.79,96.71,44.75
15.828501,37.0,9.605858,0.0,2022-01-16 12:00:00,4034.77,1722.37,890.8,1254.18,92.22,38.57
14.703501,40.5,6.906213,0.0,2022-01-16 14:00:00,3381.63,1443.81,750.21,1036.39,88.2,33.72
13.828501,42.5,4.9435616,0.0,2022-01-16 16:00:00,2767.84,1181.07,594.69,850.37,84.99,30.38
12.7785,44.0,6.049285,0.0,2022-01-16 18:00:00,3149.01,1369.14,675.51,935.93,98.7,41.13
11.953501,45.0,5.7386646,0.0,2022-01-16 20:00:00,3219.25,1414.21,666.19,962.75,100.94,43.92
11.4785,46.0,4.536255,0.0,2022-01-16 22:00:00,2921.88,1292.75,615.24,854.78,93.77,38.71
11.1035,47.0,4.460327,0.0,2022-01-17 00:00:00,1949.83,831.09,406.57,584.07,83.01,26.84
12.6285,41.0,5.049411,0.0,2022-01-17 02:00:00,1517.34,639.93,294.99,469.48,74.81,23.75
15.553499,31.5,4.225633,0.0,2022-01-17 04:00:00,1469.01,621.58,277.75,457.61,77.08,24.31
17.328499,24.5,6.1313057,0.0,2022-01-17 06:00:00,2057.66,887.35,415.53,620.68,81.51,33.47
18.5285,20.5,5.2566943,0.0,2022-01-17 08:00:00,3911.11,1649.89,861.51,1200.05,110.69,50.96
17.453499,23.0,9.622862,0.0,2022-01-17 10:00:00,4832.39,1998.87,1017.12,1569.27,150.41,51.21
15.2785,31.5,4.778319,0.0,2022-01-17 12:00:00,4595.91,1837.64,978.29,1522.25,158.66,40.59
14.3035,35.5,5.6141615,0.0,2022-01-17 14:00:00,4008.02,1572.22,836.72,1308.45,211.97,41.56
13.453501,39.5,5.6028004,0.0,2022-01-17 16:00:00,3711.28,1444.81,770.55,1224.4,198.44,37.35
12.578501,41.5,8.138902,0.0,2022-01-17 18:00:00,3913.66,1572.93,811.4,1264.23,181.99,43.03
11.7785,42.0,8.044925,0.0,2022-01-17 20:00:00,3774.83,1591.36,763.88,1172.48,169.48,45.9
11.1535,42.0,12.440106,0.0,2022-01-17 22:00:00,3251.45,1382.21,678.85,968.29,145.38,38.84
10.5535,41.0,10.565752,0.0,2022-01-18 00:00:00,2198.86,873.99,454.88,698.58,123.76,27.44
12.078501,36.0,10.118846,0.0,2022-01-18 02:00:00,1704.44,669.12,325.12,557.07,111.36,24.18
15.5285,28.5,11.852966,0.0,2022-01-18 04:00:00,1607.06,651.47,299.18,537.5,78.89,24.78
18.0285,26.5,13.965027,0.0,2022-01-18 06:00:00,2168.07,916.59,431.91,689.26,85.64,33.97
19.228498,25.5,17.591614,0.0,2022-01-18 08:00:00,4007.02,1696.48,859.78,1248.44,111.7,52.42
17.728498,30.0,19.937614,0.0,2022-01-18 10:00:00,4821.26,1966.07,996.62,1547.67,217.46,51.75
15.4035,33.5,12.562565,0.0,2022-01-18 12:00:00,4627.3,1821.01,961.81,1527.41,223.54,46.06
14.3285,35.5,15.713154,0.0,2022-01-18 14:00:00,3903.03,1535.13,812.5,1266.48,215.51,39.81
13.3035,38.0,14.461714,0.0,2022-01-18 16:00:00,3599.33,1377.42,740.9,1201.18,206.81,38.97
12.4785,39.5,11.766512,0.0,2022-01-18 18:00:00,3983.38,1575.56,838.77,1300.83,185.33,44.48
11.903501,41.5,13.355173,0.0,2022-01-18 20:00:00,3818.88,1579.22,775.67,1207.3,171.51,45.8
11.3535,43.0,15.19842,0.0,2022-01-18 22:00:00,3304.55,1397.02,707.81,983.55,146.2,38.85
10.9785,44.0,12.773583,0.0,2022-01-19 00:00:00,2218.91,894.48,459.51,696.22,120.84,26.84
12.6035,41.0,10.280859,0.0,2022-01-19 02:00:00,1711.69,674.59,318.94,564.9,112.49,24.25
16.0035,36.0,8.462826,0.0,2022-01-19 04:00:00,1628.99,656.52,292.57,530.88,108.58,25.09
18.953499,32.5,5.1287303,0.0,2022-01-19 06:00:00,2200.09,909.48,422.8,692.83,118.85,34.48
19.953499,32.5,12.928938,0.0,2022-01-19 08:00:00,3987.35,1637.26,841.98,1256.33,166.15,51.54
18.703499,40.0,14.686661,0.0,2022-01-19 10:00:00,4937.94,1977.86,1010.76,1547.79,307.89,51.03
17.2785,45.0,11.849876,0.0,2022-01-19 12:00:00,4743.37,1847.02,1005.52,1518.58,283.81,46.08
16.128498,49.0,8.446367,0.0,2022-01-19 14:00:00,3913.63,1516.71,826.47,1260.33,232.79,38.42
15.5285,52.5,6.0660076,0.0,2022-01-19 16:00:00,3623.3,1415.62,757.63,1186.49,190.15,35.31
14.5035,55.5,3.90423,0.0,2022-01-19 18:00:00,3914.64,1569.84,843.7,1251.95,170.94,41.99
13.8035,58.5,5.6760893,0.0,2022-01-19 20:00:00,3744.25,1552.53,773.3,1174.26,160.68,44.32
13.1535,61.0,5.7858877,0.0,2022-01-19 22:00:00,3256.05,1368.09,696.77,982.0,138.88,38.37
12.6035,62.0,5.9212275,0.0,2022-01-20 00:00:00,2185.43,883.96,452.31,680.31,121.28,27.07
14.1535,55.0,5.2712545,0.0,2022-01-20 02:00:00,1698.07,668.41,323.08,551.73,114.7,24.2
17.4035,43.5,6.478165,0.0,2022-01-20 04:00:00,1620.37,653.54,294.68,521.8,110.38,24.54
20.0285,35.5,4.6227875,0.0,2022-01-20 06:00:00,2168.61,898.22,426.65,677.34,116.46,33.36
20.878498,32.5,3.648322,0.0,2022-01-20 08:00:00,3901.66,1637.37,822.86,1201.0,151.49,49.94
19.7785,35.5,4.63854,0.0,2022-01-20 10:00:00,4797.41,1961.02,996.58,1539.18,204.66,50.66
17.4035,47.5,8.97114,0.0,2022-01-20 12:00:00,4343.8,1706.1,939.71,1405.12,205.14,44.72
16.1785,55.5,8.321573,0.0,2022-01-20 14:00:00,3772.86,1490.13,793.65,1234.83,191.39,37.82
15.4035,58.0,5.9705524,0.0,2022-01-20 16:00:00,3598.53,1388.0,745.26,1210.06,184.96,36.38
14.5035,59.5,5.98468,0.0,2022-01-20 18:00:00,3839.78,1519.69,819.89,1241.42,177.99,41.43
13.6285,61.5,7.34725,0.0,2022-01-20 20:00:00,3714.75,1541.43,772.58,1161.65,159.26,44.54
12.9035,63.0,7.816642,0.0,2022-01-20 22:00:00,3230.91,1386.03,659.16,970.48,145.69,38.35
12.3785,64.5,5.936104,0.0,2022-01-21 00:00:00,2196.31,879.73,452.9,697.35,118.73,26.99
14.0285,58.0,5.26087,0.0,2022-01-21 02:00:00,1720.45,678.87,324.42,567.01,109.67,24.1
17.4035,45.5,6.1553135,0.0,2022-01-21 04:00:00,1620.69,648.14,292.16,533.34,106.94,24.57
19.8035,38.5,7.366912,0.0,2022-01-21 06:00:00,2220.91,914.87,436.17,703.86,111.42,33.46
20.6285,37.0,9.040546,0.0,2022-01-21 08:00:00,4038.65,1658.04,879.07,1254.78,157.62,50.68
19.5535,42.5,12.917813,0.0,2022-01-21 10:00:00,5043.67,2038.85,1071.85,1631.47,202.45,50.54
17.378498,54.0,15.211052,0.0,2022-01-21 12:00:00,4838.75,1906.47,1071.56,1567.04,206.75,42.63
16.1035,60.0,15.891209,0.0,2022-01-21 14:00:00,3909.19,1513.82,854.07,1276.17,192.19,35.73
15.028501,63.0,16.277287,0.0,2022-01-21 16:00:00,3557.92,1366.48,743.13,1197.9,182.39,34.43
14.828501,62.5,22.92337,0.0,2022-01-21 18:00:00,3794.63,1505.48,791.07,1252.63,169.11,40.1
14.6035,61.0,27.536972,0.0,2022-01-21 20:00:00,3599.0,1480.2,741.6,1150.81,152.9,42.53
14.1035,68.0,24.354713,0.0,2022-01-21 22:00:00,3144.17,1299.88,672.87,962.73,141.33,37.52
12.5285,88.5,29.186153,2.55,2022-01-22 00:00:00,2187.23,879.42,438.3,693.22,123.67,26.7
12.7785,85.5,33.144745,0.35000002,2022-01-22 02:00:00,1690.5,663.46,321.11,559.63,107.37,22.92
13.9035,77.0,32.99541,0.0,2022-01-22 04:00:00,1600.43,636.74,290.77,528.25,105.63,23.71
15.0535,66.0,39.302147,0.25,2022-01-22 06:00:00,2036.28,825.25,397.8,651.89,111.8,30.32
14.7535,66.0,38.187717,0.05,2022-01-22 08:00:00,3148.53,1288.8,689.55,967.97,131.38,42.01
14.7285,66.5,38.250473,0.2,2022-01-22 10:00:00,3854.28,1646.66,834.85,1136.15,154.68,45.53
13.2785,79.0,36.950012,0.5,2022-01-22 12:00:00,3810.77,1632.58,820.53,1122.6,158.68,43.07
12.1035,89.0,34.433098,0.85,2022-01-22 14:00:00,3368.02,1458.25,731.73,953.94,154.51,38.44
11.8035,89.0,34.409534,0.45000002,2022-01-22 16:00:00,2944.37,1250.15,630.7,858.17,143.66,33.69
11.7785,84.5,28.737427,0.15,2022-01-22 18:00:00,3151.65,1377.64,681.91,873.22,148.31,40.55
11.828501,87.5,22.161278,0.25,2022-01-22 20:00:00,3143.5,1383.7,666.43,872.24,147.99,42.43
11.5535,91.5,23.138878,0.1,2022-01-22 22:00:00,2877.95,1260.9,627.65,784.72,139.77,37.52
11.8035,91.0,22.421734,0.0,2022-01-23 00:00:00,1992.33,856.86,429.06,543.2,117.88,26.41
12.4285,87.5,17.972277,0.15,2022-01-23 02:00:00,1545.18,659.62,297.55,441.21,108.8,23.33
14.6285,77.0,13.573287,0.05,2022-01-23 04:00:00,1458.93,627.69,271.97,413.72,107.79,23.83
16.8785,66.0,6.490815,0.0,2022-01-23 06:00:00,1837.57,801.77,358.39,521.24,110.71,28.02
16.8035,62.0,2.8142319,0.0,2022-01-23 08:00:00,2978.62,1247.2,666.74,871.91,126.22,36.78
16.453499,60.5,7.439888,0.05,2022-01-23 10:00:00,3968.93,1685.06,846.53,1223.45,135.51,40.67
14.578501,70.5,10.884882,0.0,2022-01-23 12:00:00,4069.62,1723.23,889.35,1247.53,138.23,32.27
13.5285,76.0,10.665451,0.0,2022-01-23 14:00:00,3563.31,1519.04,755.34,1079.44,138.64,36.89
12.8285,79.0,11.19964,0.0,2022-01-23 16:00:00,2934.71,1223.27,610.29,908.78,134.47,29.96
12.0535,83.5,7.839756,0.1,2022-01-23 18:00:00,3105.52,1306.11,664.02,933.22,133.03,39.65
11.7285,85.0,9.527165,0.1,2022-01-23 20:00:00,3126.3,1347.18,646.1,925.46,134.88,42.07
11.1535,87.0,11.211573,0.0,2022-01-23 22:00:00,2857.25,1229.63,608.63,825.98,128.29,36.85
10.7535,88.0,9.387341,0.0,2022-01-24 00:00:00,1976.84,820.63,412.08,586.13,112.41,25.96
12.3285,78.0,4.505368,0.0,2022-01-24 02:00:00,1546.59,633.1,297.62,470.71,104.98,23.43
15.303499,61.5,4.492466,0.0,2022-01-24 04:00:00,1492.52,619.06,274.65,456.68,103.87,24.09
17.328499,48.0,5.589035,0.0,2022-01-24 06:00:00,2095.85,891.99,412.9,626.88,110.81,32.87
18.0285,41.5,6.4622726,0.0,2022-01-24 08:00:00,3947.58,1636.02,863.56,1206.82,153.75,49.97
17.203499,43.0,10.463861,0.0,2022-01-24 10:00:00,4827.3,1962.69,1008.51,1556.73,200.32,49.67
15.3535,54.0,13.05192,0.0,2022-01-24 12:00:00,4644.21,1825.71,990.95,1529.39,204.95,46.31
