datetime,weekday,DELHI,BRPL,BYPL,NDMC,MES,temperature,humidity,wind_speed,precipitation
12-01-2022 12:00,Wednesday,4368.87,1734.48,909.17,203.42,43.02,16.578499,48.5,9.605858,0
12-01-2022 14:00,Wednesday,3624.36,1447.02,755.75,184.41,35.3,15.6035,56.5,9.086401,0
12-01-2022 16:00,Wednesday,3350.24,1298.69,710.72,177.78,32.92,14.703501,61,9.288359,0
12-01-2022 18:00,Wednesday,3697.16,1487.47,789.52,171.77,40.09,14.203501,63,4.684603,0
12-01-2022 20:00,Wednesday,3531.08,1491.55,724.72,152.8,43.04,13.703501,65,2.992963,0
12-01-2022 22:00,Wednesday,3034.57,1294.38,650.33,139.99,37.06,13.0035,68,2.35354,0
13-01-2022 00:00,Thursday,2097.22,856.18,420.63,117.65,26.03,12.5035,70.5,2.5987682,0
13-01-2022 02:00,Thursday,1647.32,665.52,300.88,108.82,23.09,13.828501,65,1.8110147,0
13-01-2022 04:00,Thursday,1562.71,642.59,275.72,105.63,23.54,16.5535,52.5,3.549845,0
13-01-2022 06:00,Thursday,2131.41,882.53,405.87,114.33,33.32,18.328499,40.5,5.4055414,0
13-01-2022 08:00,Thursday,3807.06,1560.76,803.55,160.67,48.83,18.9035,35.5,4.7723,0
13-01-2022 10:00,Thursday,4567.24,1822.93,958.01,200.67,46.55,17.9285,37,5.6905804,0
13-01-2022 12:00,Thursday,4367.57,1681.84,931.45,206.05,43.92,16.3535,44,9.424673,0
13-01-2022 14:00,Thursday,3747.06,1482.87,787.34,202.11,39.3,15.203501,51.5,6.639628,0
13-01-2022 16:00,Thursday,3464.91,1348.81,724.24,179.97,36.64,14.2785,56,5.173955,0
13-01-2022 18:00,Thursday,3757.35,1516.48,768.53,171.55,42.07,13.2785,59.5,5.101042,0
13-01-2022 20:00,Thursday,3497.98,1440.62,712.1,152.72,42.63,12.5285,62.5,4.0955663,0
13-01-2022 22:00,Thursday,,,,,,11.9285,64,3.9456334,0
14-01-2022 00:00,Friday,2116.63,766.37,461.34,110.6,26.3,11.4035,64,3.3876882,0
14-01-2022 02:00,Friday,1659,575.88,340.81,102.61,23.81,12.703501,57,2.8580618,0
14-01-2022 04:00,Friday,1599.59,573.16,314.82,102.23,24.56,15.678499,42,2.9448972,0
14-01-2022 06:00,Friday,2288.05,856.9,478.58,107.06,33.45,17.7535,29.5,4.775108,0
14-01-2022 08:00,Friday,4086.21,1512.08,934.27,151.72,49.25,18.203499,24.5,4.008048,0
14-01-2022 10:00,Friday,4997.66,2020.26,1065.34,205.9,50.95,17.203499,27,6.231472,0
14-01-2022 12:00,Friday,4730.47,1886.57,1017.37,208.38,45.84,15.453501,39.5,11.081383,0
14-01-2022 14:00,Friday,3978.59,1612.05,831.82,197.93,40.13,14.2785,56,11.067668,0
14-01-2022 16:00,Friday,3587.32,1376.95,750.79,183.45,37.72,13.3785,65,9.65163,0
14-01-2022 18:00,Friday,3812.39,1533.9,804.34,175.28,43.21,12.5535,71.5,8.797649,0
14-01-2022 20:00,Friday,3656.98,1533.94,745.08,155.91,44.59,11.8535,76,8.102592,0
14-01-2022 22:00,Friday,3137.27,1313.96,665.07,142.26,38.16,11.1285,79.5,11.000375,0
15-01-2022 00:00,Saturday,2143.94,856.86,431.22,117.54,27.17,10.5285,80,8.164074,0
15-01-2022 02:00,Saturday,1668.69,656.68,307.15,107.27,23.84,11.778501,69.5,8.216351,0
15-01-2022 04:00,Saturday,1572.58,626.01,277.29,103.94,24.35,15.0285,49.5,6.7635307,0
15-01-2022 06:00,Saturday,2044.45,836.89,387.23,110.88,31.56,17.6785,38.5,5.4564705,0
15-01-2022 08:00,Saturday,3276.67,1362.22,696.3,138.69,43.24,18.753498,36,7.4407816,0
15-01-2022 10:00,Saturday,3933.59,1688.72,834.12,164.87,46.09,17.6785,40,5.3809347,0
15-01-2022 12:00,Saturday,3936.7,1716.17,840.69,166.4,44.52,15.6285,45.5,11.823366,0
15-01-2022 14:00,Saturday,3350.55,1463.12,711.53,152.16,39.73,14.328501,51,11.845108,0
15-01-2022 16:00,Saturday,2907.58,1265.21,604.95,140.74,35.13,13.6285,53.5,11.831747,0
15-01-2022 18:00,Saturday,3278.19,1443.84,695.43,152.5,43.42,12.6035,55.5,10.936229,0
15-01-2022 20:00,Saturday,3228.14,1440.63,669.95,149.26,43.93,12.2285,55,11.760817,0
15-01-2022 22:00,Saturday,2894.1,1282.11,611.05,140.09,38.17,11.9285,53,13.197962,0
16-01-2022 00:00,Sunday,1967.1,860.37,416.21,86.82,27.46,10.9785,54.5,13.634619,0
16-01-2022 02:00,Sunday,1521.68,659.06,302.83,81.61,24.02,12.2535,47.5,11.360458,0
16-01-2022 04:00,Sunday,1450.8,631.34,276.97,79.65,23.93,15.728499,33.5,10.323252,0
16-01-2022 06:00,Sunday,1849,812.91,370.42,83.57,29.46,18.4285,26,10.934374,0
16-01-2022 08:00,Sunday,3025.4,1272.53,677.63,90.81,39.2,19.4285,25.5,13.248859,0
16-01-2022 10:00,Sunday,3988.66,1725.85,852.44,96.71,44.75,18.1035,30,14.025125,0
16-01-2022 12:00,Sunday,4034.77,1722.37,890.8,92.22,38.57,15.828501,37,9.605858,0
16-01-2022 14:00,Sunday,3381.63,1443.81,750.21,88.2,33.72,14.703501,40.5,6.906213,0
16-01-2022 16:00,Sunday,2767.84,1181.07,594.69,84.99,30.38,13.828501,42.5,4.9435616,0
16-01-2022 18:00,Sunday,3149.01,1369.14,675.51,98.7,41.13,12.7785,44,6.049285,0
16-01-2022 20:00,Sunday,3219.25,1414.21,666.19,100.94,43.92,11.953501,45,5.7386646,0
16-01-2022 22:00,Sunday,2921.88,1292.75,615.24,93.77,38.71,11.4785,46,4.536255,0
17-01-2022 00:00,Monday,1949.83,831.09,406.57,83.01,26.84,11.1035,47,4.460327,0
17-01-2022 02:00,Monday,1517.34,639.93,294.99,74.81,23.75,12.6285,41,5.049411,0
17-01-2022 04:00,Monday,1469.01,621.58,277.75,77.08,24.31,15.553499,31.5,4.225633,0
17-01-2022 06:00,Monday,2057.66,887.35,415.53,81.51,33.47,17.328499,24.5,6.1313057,0
17-01-2022 08:00,Monday,3911.11,1649.89,861.51,110.69,50.96,18.5285,20.5,5.2566943,0
17-01-2022 10:00,Monday,4832.39,1998.87,1017.12,150.41,51.21,17.453499,23,9.622862,0
17-01-2022 12:00,Monday,4595.91,1837.64,978.29,158.66,40.59,15.2785,31.5,4.778319,0
17-01-2022 14:00,Monday,4008.02,1572.22,836.72,211.97,41.56,14.3035,35.5,5.6141615,0
17-01-2022 16:00,Monday,3711.28,1444.81,770.55,198.44,37.35,13.453501,39.5,5.6028004,0
17-01-2022 18:00,Monday,3913.66,1572.93,811.4,181.99,43.03,12.578501,41.5,8.138902,0
17-01-2022 20:00,Monday,3774.83,1591.36,763.88,169.48,45.9,11.7785,42,8.044925,0
17-01-2022 22:00,Monday,3251.45,1382.21,678.85,145.38,38.84,11.1535,42,12.440106,0
18-01-2022 00:00,Tuesday,2198.86,873.99,454.88,123.76,27.44,10.5535,41,10.565752,0
18-01-2022 02:00,Tuesday,1704.44,669.12,325.12,111.36,24.18,12.078501,36,10.118846,0
18-01-2022 04:00,Tuesday,1607.06,651.47,299.18,78.89,24.78,15.5285,28.5,11.852966,0
18-01-2022 06:00,Tuesday,2168.07,916.59,431.91,85.64,33.97,18.0285,26.5,13.965027,0
18-01-2022 08:00,Tuesday,4007.02,1696.48,859.78,111.7,52.42,19.228498,25.5,17.591614,0
18-01-2022 10:00,Tuesday,4821.26,1966.07,996.62,217.46,51.75,17.728498,30,19.937614,0
18-01-2022 12:00,Tuesday,4627.3,1821.01,961.81,223.54,46.06,15.4035,33.5,12.562565,0
18-01-2022 14:00,Tuesday,3903.03,1535.13,812.5,215.51,39.81,14.3285,35.5,15.713154,0
18-01-2022 16:00,Tuesday,3599.33,1377.42,740.9,206.81,38.97,13.3035,38,14.461714,0
18-01-2022 18:00,Tuesday,3983.38,1575.56,838.77,185.33,44.48,12.4785,39.5,11.766512,0
18-01-2022 20:00,Tuesday,3818.88,1579.22,775.67,171.51,45.8,11.903501,41.5,13.355173,0
18-01-2022 22:00,Tuesday,3304.55,1397.02,707.81,146.2,38.85,11.3535,43,15.19842,0
19-01-2022 00:00,Wednesday,2218.91,894.48,459.51,120.84,26.84,10.9785,44,12.773583,0
19-01-2022 02:00,Wednesday,1711.69,674.59,318.94,112.49,24.25,12.6035,41,10.280859,0
19-01-2022 04:00,Wednesday,1628.99,656.52,292.57,108.58,25.09,16.0035,36,8.462826,0
19-01-2022 06:00,Wednesday,2200.09,909.48,422.8,118.85,34.48,18.953499,32.5,5.1287303,0
19-01-2022 08:00,Wednesday,3987.35,1637.26,841.98,166.15,51.54,19.953499,32.5,12.928938,0
19-01-2022 10:00,Wednesday,4937.94,1977.86,1010.76,307.89,51.03,18.703499,40,14.686661,0
19-01-2022 12:00,Wednesday,4743.37,1847.02,1005.52,283.81,46.08,17.2785,45,11.849876,0
19-01-2022 14:00,Wednesday,3913.63,1516.71,826.47,232.79,38.42,16.128498,49,8.446367,0
19-01-2022 16:00,Wednesday,3623.3,1415.62,757.63,190.15,35.31,15.5285,52.5,6.0660076,0
19-01-2022 18:00,Wednesday,3914.64,1569.84,843.7,170.94,41.99,14.5035,55.5,3.90423,0
19-01-2022 20:00,Wednesday,3744.25,1552.53,773.3,160.68,44.32,13.8035,58.5,5.6760893,0
19-01-2022 22:00,Wednesday,3256.05,1368.09,696.77,138.88,38.37,13.1535,61,5.7858877,0
20-01-2022 00:00,Thursday,2185.43,883.96,452.31,121.28,27.07,12.6035,62,5.9212275,0
20-01-2022 02:00,Thursday,1698.07,668.41,323.08,114.7,24.2,14.1535,55,5.2712545,0
20-01-2022 04:00,Thursday,1620.37,653.54,294.68,110.38,24.54,17.4035,43.5,6.478165,0
20-01-2022 06:00,Thursday,2168.61,898.22,426.65,116.46,33.36,20.0285,35.5,4.6227875,0
20-01-2022 08:00,Thursday,3901.66,1637.37,822.86,151.49,49.94,20.878498,32.5,3.648322,0
20-01-2022 10:00,Thursday,4797.41,1961.02,996.58,204.66,50.66,19.7785,35.5,4.63854,0
20-01-2022 12:00,Thursday,4343.8,1706.1,939.71,205.14,44.72,17.4035,47.5,8.97114,0
20-01-2022 14:00,Thursday,3772.86,1490.13,793.65,191.39,37.82,16.1785,55.5,8.321573,0
20-01-2022 16:00,Thursday,3598.53,1388,745.26,184.96,36.38,15.4035,58,5.9705524,0
20-01-2022 18:00,Thursday,3839.78,1519.69,819.89,177.99,41.43,14.5035,59.5,5.98468,0
20-01-2022 20:00,Thursday,3714.75,1541.43,772.58,159.26,44.54,13.6285,61.5,7.34725,0
20-01-2022 22:00,Thursday,3230.91,1386.03,659.16,145.69,38.35,12.9035,63,7.816642,0
21-01-2022 00:00,Friday,2196.31,879.73,452.9,118.73,26.99,12.3785,64.5,5.936104,0
21-01-2022 02:00,Friday,1720.45,678.87,324.42,109.67,24.1,14.0285,58,5.26087,0
21-01-2022 04:00,Friday,1620.69,648.14,292.16,106.94,24.57,17.4035,45.5,6.1553135,0
21-01-2022 06:00,Friday,2220.91,914.87,436.17,111.42,33.46,19.8035,38.5,7.366912,0
21-01-2022 08:00,Friday,4038.65,1658.04,879.07,157.62,50.68,20.6285,37,9.040546,0
21-01-2022 10:00,Friday,5043.67,2038.85,1071.85,202.45,50.54,19.5535,42.5,12.917813,0
21-01-2022 12:00,Friday,4838.75,1906.47,1071.56,206.75,42.63,17.378498,54,15.211052,0
21-01-2022 14:00,Friday,3909.19,1513.82,854.07,192.19,35.73,16.1035,60,15.891209,0
21-01-2022 16:00,Friday,3557.92,1366.48,743.13,182.39,34.43,15.028501,63,16.277287,0
21-01-2022 18:00,Friday,3794.63,1505.48,791.07,169.11,40.1,14.828501,62.5,22.92337,0
21-01-2022 20:00,Friday,3599,1480.2,741.6,152.9,42.53,14.6035,61,27.536972,0
21-01-2022 22:00,Friday,3144.17,1299.88,672.87,141.33,37.52,14.1035,68,24.354713,0
22-01-2022 00:00,Saturday,2187.23,879.42,438.3,123.67,26.7,12.5285,88.5,29.186153,2.55
22-01-2022 02:00,Saturday,1690.5,663.46,321.11,107.37,22.92,12.7785,85.5,33.144745,0.35000002
22-01-2022 04:00,Saturday,1600.43,636.74,290.77,105.63,23.71,13.9035,77,32.99541,0
22-01-2022 06:00,Saturday,2036.28,825.25,397.8,111.8,30.32,15.0535,66,39.302147,0.25
22-01-2022 08:00,Saturday,3148.53,1288.8,689.55,131.38,42.01,14.7535,66,38.187717,0.05
22-01-2022 10:00,Saturday,3854.28,1646.66,834.85,154.68,45.53,14.7285,66.5,38.250473,0.2
22-01-2022 12:00,Saturday,3810.77,1632.58,820.53,158.68,43.07,13.2785,79,36.950012,0.5
22-01-2022 14:00,Saturday,3368.02,1458.25,731.73,154.51,38.44,12.1035,89,34.433098,0.85
22-01-2022 16:00,Saturday,2944.37,1250.15,630.7,143.66,33.69,11.8035,89,34.409534,0.45000002
22-01-2022 18:00,Saturday,3151.65,1377.64,681.91,148.31,40.55,11.7785,84.5,28.737427,0.15
22-01-2022 20:00,Saturday,3143.5,1383.7,666.43,147.99,42.43,11.828501,87.5,22.161278,0.25
22-01-2022 22:00,Saturday,2877.95,1260.9,627.65,139.77,37.52,11.5535,91.5,23.138878,0.1
23-01-2022 00:00,Sunday,1992.33,856.86,429.06,117.88,26.41,11.8035,91,22.421734,0
23-01-2022 02:00,Sunday,1545.18,659.62,297.55,108.8,23.33,12.4285,87.5,17.972277,0.15
23-01-2022 04:00,Sunday,1458.93,627.69,271.97,107.79,23.83,14.6285,77,13.573287,0.05
23-01-2022 06:00,Sunday,1837.57,801.77,358.39,110.71,28.02,16.8785,66,6.490815,0
23-01-2022 08:00,Sunday,2978.62,1247.2,666.74,126.22,36.78,16.8035,62,2.8142319,0
23-01-2022 10:00,Sunday,3968.93,1685.06,846.53,135.51,40.67,16.453499,60.5,7.439888,0.05
23-01-2022 12:00,Sunday,4069.62,1723.23,889.35,138.23,32.27,14.578501,70.5,10.884882,0
23-01-2022 14:00,Sunday,3563.31,1519.04,755.34,138.64,36.89,13.5285,76,10.665451,0
23-01-2022 16:00,Sunday,2934.71,1223.27,610.29,134.47,29.96,12.8285,79,11.19964,0
